speaker,text,label
*ARC,nouveaux symboliques plus liés situation présente société,
*ARC,donc lié question écologique question savoir,
*ARC,lié question république métissée construire exemple,
*ARC,puis a ' ailleurs Grand Paris exemple a ailleurs incroyable,
*ARC,oui ' terrible,
*ARC,ça devait être,
*ARC,vrai dire place Paris ça devait être seul connaissait pa,
*ARC,donc miracle ' a,
*ARC,p~ paye psychanalyse,
*ARC,très très mal,
*ARC,' a embauché bon,
*ARC,alors euh c'était peu,
*ARC,alignés quand,
*ARC,alignés ' pa très agréable,
*ARC,alignés surtout fille [ ! = rit ],
*ARC,habitaient dessus,
*ARC,jouait Lettre+à+Élise [ ! = chante ],
*ARC,alors j'en marre Lettre+à+Élise vrai dire,
*ARC,puis fait marrer ' bout,
*ARC,arrivé très mal,
*ARC,puis bout deux trois semaines commence aller mieux quoi,
*ARC,' assez amusant parce,
*ARC,retourne voir Lacan moment là ' début analyse,
*ARC,dis ah ça va mieux refais con enfin bref,
*ARC,voilà recommence,
*ARC,' ' hystérie l'hystérique revient,
*ARC,a quand,
*ARC,' seul truc ' retenu ' ' a dit fond,
*ARC,' a dit ' faites pa trop,
*ARC,n'en faites pa trop alors régulièrement dis qu'il ' a dit ' faites pa trop,
*ARC,perso j'en fais beaucoup,
*ARC,là donc Lacan dirait ' faites pa trop,
*ARC,oui oui bon,
*ARC,a bande ' amis réfléchir peu question,
*ARC,sûrement théorie ' architecture ' époque,
*ARC,ni Grumbach ni Christian+de+Portzamparc ni ni ' travail,
*ARC,Jean+Paul ' équipe vient mourir,
*ARC,Gilles+Olive ingénieur,
*ARC,Guy+Naizot Jean+Pierre+Buffi,
*ARC,personne n'avait travail,
*ARC,donc a beaucoup réfléchi fondements théoriques l'architecture,
*ARC,ailleurs a fait bande copains gros nègres ' boîte laquelle ',
*ARC,s'appelait xxxxx,
*ARC,lequel ' fait,
*ARC,' ailleurs premier bâtiment n'est pa signé premier ' fait a z rue Allongé,
*ARC,' a fallu ' ailleurs,
*ARC,ça ' a~ ça ' amuse parce bâtiment a taxé d'exhibitionniste ennemi mortel ' appelle euh,
*ARC,Frédéric+Edelmann,
*ARC,n'en met n'en man~ n'en loupe jamais cracher dessus,
*ARC,' craché dessus bien bâtiment pa signé,
*ARC,traitant taxant d'exhibitionniste,
*ARC,effet ressemble pa mal,
*ARC,bâtiment ressemble pa mal parce ' a grand jardins ' hiver expansion façade grand systèmes bacs fleurs débordent,
*ARC,euh ressemble pa mal,
*ARC,' ' ' amie ' donné concept,
*ARC,architecture ressemble,
*ARC,c'est vrai quand regarde travail Christian+de+Portzamparc trouve ça ressemble,
*ARC,c'est extrêmement,
*ARC,frêle frêle magnifiquement planté comme euh aristocratie longue lignage voit,
*ARC,Antoine+Grumbach xxx,
*ARC,fait couch Antoine fait couch,
*ARC,raconte ça,
*ARC,xxx fait ça bon,
*ARC,donc ' fait architecture ressemble,
*ARC,effectivement a fait bande copains alors,
*ARC,a histoire formidable ça marche très bien début,
*ARC,gagne concours Roche+sur+Yon formidable,
*ARC,centre premier concours centre+ville,
*ARC,enfin sorte grand cristal palace place Napoléon,
*ARC,a a commande directe ' centre congrès parc thermal Vichy,
*ARC,enfin bon ' ailleurs a fait projet moderne parc thermal Vichy,
*ARC,puis a sorte Grand Paris faire Villeneuve+sur+Lot,
*ARC,fait tout Villeneuve+sur+Lot,
*ARC,fait tout qu'il faut faire Villeneuve+sur+Lot,
*ARC,puis tout casse gueule,
*ARC,élections municipales,
*ARC,reste plus ' concours,
*ARC,espère tenir encore,
*ARC,c'est alors ' histoire magnifique temp,
*ARC,libère ' point vue fait ' tout bande,
*ARC,' euh hauts+de+forme Christian+de+Portzamparc,
*ARC,perd d'ailleurs,
*ARC,vient arrive RIVP ça s'appelle,
*ARC,pose maquette ' implant,
*ARC,' côté grandes tour,
*ARC,a faculté verticale,
*ARC,voilà ' côté,
*ARC,pose projet trouve pa mal content,
*ARC,là dessus Christian arrive retard,
*ARC,oui ventru attends j'ai pa fini l'histoire attendez j'ai pa fini,
*ARC,alors Christian pose bâti truc,
*ARC,dis maîtres ' ouvrage pa peine réunir jury dis copains morts,
*ARC,là tac !,
*ARC,pa besoin réunir jury voilà a,
*ARC,' projet absolument génial voilà,
*ARC,d'ailleurs pendant années quand j'avais quelque chose montrer Paris j'amenais gen voir quelque chose ' intelligent poétique,
*ARC,là morts complètement,
*ARC,donc moment là commence être tout seul,
*ARC,deviens architecte+conseil ville ' Angoulême,
*ARC,oui c'est premier oui c'est quatre+vingts quarante an,
*ARC,trois bâtiments a plutôt euh,
*ARC,euh référence constructiviste russe Golossov assez années trente face clinique années trente,
*ARC,architecture végétale ' autre côté côté pavillons,
*ARC,' oeuvre composite,
*ARC,c'est première oeuvre autobiographique alors donc raconte quatorze histoires,
*ARC,extrêmement boulimique ' histoire,
*ARC,tout cinq+mille mètres carré,
*ARC,' a mieux ' euh euh,
*ARC,extrêmement publique,
*ARC,bureau tout petits,
*ARC,coursives très grandes,
*ARC,' espace public cette bourse très grand,
*ARC,pa tout rentable comme comme dit business bâtiment,
*ARC,a circulation énormes rapport ' utilisation lieux,
*ARC,comme ' syndicats,
*ARC,très souvent placard ' a pa grand monde,
*ARC,' pa très souvent utilisé contre euh,
*ARC,couloirs vachement importants ',
*ARC,crois ça marche alors bon ' hauts lieux,
*ARC,ligue communiste maintenant,
*ARC,ben [ = ! soupir ] euh oui a choses connaissez pa raconte oui,
*ARC,' c'est si raconte pa ' histoires bâtiment m'intéresse pa donc euh,
*ARC,simple bâtiment donc euh,
*ARC,là là oui trouve,
*ARC,enfin prenons échelle quartier travail,
*ARC,maintenant fais plus p~ enfin bien obligé faire fin ' appelle plan x,
*ARC,euh,
*ARC,raisonne comme promeneur quand fais quartier exemple,
*ARC,raisonne comme promeneur,
*ARC,cherche surprise accident,
*ARC,alors fois peut dire trace grand avenue,
*ARC,après cherche plutôt euh,
*ARC,petits bonheur urbains ' importe quel promeneur ramasse quoi,
*ARC,oui oui oui enfin faudrait alliez voir,
*ARC,pa fan ' architecture moderne si puis dire enfin tout ca trouve,
*ARC,si veut voir moins bon travail malheureusement faut aller banlieue voir donc personne va,
*ARC,enfin si va voir peu peut aller voir quand Stains Bobigny ailleurs,
*ARC,Juvisy enfin bon,
*ARC,c'était pa mal choses voir maintenant prenons travail Paris pratique,
*ARC,ça passe cent+neuf rue Bagnolet a hôtel médiathèque,
*ARC,logements au+dessus nouvel escalier très joli trouve bon,
*ARC,' atemporel,
*ARC,c'est pa a gen croient j'ai réhabilité bâtiment,
*ARC,oui non petit peu oui,
*ARC,crois ' mentionné mentionné Défense,
*ARC,jardins Villette surtout,
*ARC,ah si plus pire ça,
*ARC,pire ça ' arrivé histoire,
*ARC,monarchie ' fait jardins Villette,
*ARC,' histoire ' pa connue,
*ARC,euh neuf projets encore louse suite onze mentionnés,
*ARC,cinq+cents ' paquet vingts,
*ARC,quand Mitterrand balade,
*ARC,montre vingt,
*ARC,précise ' ailleurs pa lequel lesquels encore course lesquels plus course juste euh,
*ARC,renommé cinq+cents projets,
*ARC,voit mien dit ' là ' aimerais promener,
*ARC,panique bord,
*ARC,explique président,
*ARC,qu'il vaut mieux prendre Colas Tschumi,
*ARC,' pa possible,
*ARC,' uniquement a donné crois euh cent+mille franc ' ailleurs souviens grosse somme ' époque,
*ARC,euh voilà euh bon,
*ARC,comme ' pa monarchie ' pa fait genre là alors,
*ARC,a projets dont pa nostalgique tout,
*ARC,monde arabe ' fait truc pa bien tout nouvelle projet génial donc tout va bien,
*ARC,alors jardin Villette,
*ARC,' affreux architectes,
*ARC,vois toujours,
*ARC,vois toujours voilà,
*ARC,a projets a morceau ville vois personne voit évidemment vois,
*ARC,' encore nostalgique,
*ARC,euh ça ça passe soixante+quatorze,
*ARC,' Antoine+Grumbach avon commandes,
*ARC,alors découvre horreur,
*ARC,va dix villes,
*ARC,euh trois longues oui enfin Pau enfin cetera cetera,
*ARC,découvre office HLM,
*ARC,a pa document,
*ARC,document architectural urbain projets,
*ARC,a dossier numéros,
*ARC,quatre+cent+cinquante+trois cinq+cent+vingt+sept,
*ARC,très souvent plan villes,
*ARC,grand ensemble pa dessinés,
*ARC,découvre c~ c'est gestion quantitative quoi voilà,
*ARC,euh c'est première découverte absolument euh très bouleversante ' ailleurs très étrange a toute ville dessinée sauf morceau là bon,
*ARC,euh a commencé faire enquête,
*ARC,évidemment a fait dessins emblématiques,
*ARC,xx bois grand grand ensemble a colle Place Vosges euh,
*ARC,rentre entre barres euh énormes très longues très très très bass,
*ARC,tient deux fois place,
*ARC,enfin découvre mesure l'espace,
*ARC,fait toutes sortes comparaisons,
*ARC,a commande moment là,
*ARC,Ausanville près Nancy Ausanville près Nancy a fait dessin,
*ARC,déjà remodelage,
*ARC,déjà ' accompagnement bâtiments nouveaux enfin a a retricoté quartier quartier mode barres,
*ARC,qu'on démolissait beaucoup souviens pa tout ca,
*ARC,rajoutait barres existantes retricotait petits bâtiments,
*ARC,' ailleurs Grumbach appelait maisonnées,
*ARC,retricotait l'urbain,
*ARC,faisait continuité urbaine,
*ARC,oui c'est ça,
*ARC,vu personne sociologues déz~ dézingué thème,
*ARC,n'ont pa voir habitant cetera cetera bon,
*ARC,d'ailleurs débat a duré dix an entre sociologues disaient bâti compte pa,
*ARC,architectes commençaient dire ça existait,
*ARC,ça passe soixante+quatorze,
*ARC,donc ' première fois ' parle remodelage enfin ' parle ' xxx,
*ARC,bon ' arrive construire euh allez quinze an plus tard,
*ARC,' est+à+dire peu près euh début Banlieues+89 euh,
*ARC,alentours années quatre+vingt+sept quatre+vingt+huit ' arrive Lorient commence premier projet remodelage,
*ARC,donc euh temp maturité genre,
*ARC,temp maturation,
*ARC,alors souviens xx xxx fait aussi projet,
*ARC,temp soixante+quatorze,
*ARC,' ailleurs projet construit aujourd'hui Marseille souviens plus très bien où,
*ARC,construit Marseille,
*ARC,puis ' seulement,
*ARC,[ = ! soupir ] quatorze an plus tard ' arrive enfin attaquer projet type nouveau ça passe Lorient,
*ARC,bon là ' ' ' plus connu parce évidemment c'est trois grandes barres parallèles,
*ARC,euh plus euh onze étages,
*ARC,plus rez+de+chaussée totalement opaques parce ' terrain vaseux donc euh,
*ARC,euh plus système où réhabilité première fois dessinant cibles enfin ' effrayant,
*ARC,là bon depuis cherche comment ' arrivé c'est arrivé tout ca très vite quoi,
*ARC,a taillé rue a écrété bâtiments rajouté morceau bâtiments,
*ARC,projet arrivé très très vite,
*ARC,' a publié toute ville souviens convaincre maire a fait maquette avant après,
*ARC,a a pris bateau allé mer,
*ARC,revenu dis voilà façade actuelle,
*ARC,façade Lorient vue mer,
*ARC,voilà nouvelle façade,
*ARC,euh bon projet là marque début,
*ARC,Ségolène Royal,
*ARC,alors vais dire monde infernal courtisans,
*ARC,euh bah ' bien seule couilles,
*ARC,non ' effrayant plan c'est,
*ARC,' agit mot ' agit endroits,
*ARC,' agit ' agit ' importe quel endroit où gen habitent communauté puissent dire,
*ARC,là où ' habite là où ça vaut peut être peine ' autres viennent ' habite dignement,
*ARC,ça veut dire pa perpétuellement euh Châtelet,
*ARC,lieu imaginaire n'est pa forcément Châtelet,
*ARC,jour où La+Courneuve oeuvre ' art admirables,
*ARC,César euh,
*ARC,serum obligés d'aller La+Courneuve ' peu ça principe idée ' qu'il faut absolument,
*ARC,' faut absolument endroits banlieue plus difficiles ' inventent,
*ARC,projets histoire,
*ARC,façons ' exister font après tout endroits deviennent aussi dignes d'autres,
*ARC,tout fait ' ' ' ça ' dire effet quand prend bilan effort commencer,
*ARC,vrai branché parisien euh danse va Fort+de+Champigny fait ' effort d'aller Fort+de+Champigny,
*ARC,puis a pa beaucoup gen banlieue Champigny,
*ARC,puis ' vrai quand a festival antillais radio beur a pa beaucoup euh branchés parisiens,
*ARC,' choses plus difficiles obtenir surtout moment où a cette espèce ' effet où gen repliés communauté,
*ARC,donc euh communautés mal fréquenter,
*ARC,' enjeux faire effort,
*ARC,c'est ' justement euh peut dire ' année prochaine festival antillais,
*ARC,euh pa mal qu'il plus gen euh pa simplement antillais cetera,
*ARC,bah a a fait bouger esprit pense voilà peu,
*ARC,donc cette question devenue enfin publique,
*ARC,euh devenue sérieuse,
*ARC,euh ça ' devenu vraiment sérieux quand Borloo a créé ' agence nationale rénovation urbaine,
*ARC,donc arrivé ça,
*ARC,Banlieues+89 soi+même ' pa très connu a quand réussites précises,
*ARC,euh TGV sud+est ça a enterré,
*ARC,euh ville Châtenay+Malabry doit ' éviter coupure euh dra~ dramatique,
*ARC,premier tram Saint+Denis Bobigny c'est Banlieues+89 ' a poussé donc euh,
*ARC,euh a grand travaux ' infrastructure commencé donc a bout Grand Paris faits,
*ARC,euh a quelques projets euh emblématiques très bien,
*ARC,Catherine+Furet a fait très joli euh petit quartier La+Courneuve exemple euh,
*ARC,euh ' fait tentative Vénissieux transformation ' tour devenue,
*ARC,euh réhabilitait deux deux logements lieu quatre autres logements a fait grandes grand systèmes où gen pouvaient faire tout ' voulaient donc deux cent cent mètres carrés terrasse logement a vu euh,
*ARC,culture ' appartement terrain jeu go incroyables atelier bricolage,
*ARC,atelier couture clandestin vietnamiens enfin bon genre,
*ARC,donc doublant surface tour euh système comme ça bon,
*ARC,bon donc a choses faites trop peu,
*ARC,alors bon grande découverte ' jour où arrivé triomphant bureau Mitterrand disant euh,
*ARC,euh a fait statistiques prouvé là où a Banlieues+89 ça veut dire ' a maire intelligent,
*ARC,ça veut pa dire ' uniquement question urbaine là où a maires proches population,
*ARC,font bouger choses,
*ARC,a preuve a taux vote Pen plus faible reste pay,
*ARC,4 % rapport 15 % donc 11 % lieu quinze,
*ARC,' a dit Roland hein hein,
*ARC,hein formidable hein ah formidable félicitations c'est formidable,
*ARC,puis emmerdements commencé lendemain quoi parce ça l'arrangeait pa tout,
*ARC,j'ai mi dix an comprendre,
*ARC,non pa Tapie a ministre place c'est Delebarre,
*ARC,non non j'ai failli xxx j'aurais oui j'aurais aimé être ministre,
*ARC,oui absolument,
*ARC,euh c'était c'était après x,
*ARC,' dire moment création ministère ville ' demandé création ministère ville,
*ARC,euh ça ' a pa doute,
*ARC,parce savais m'étais rendu compte France a pa ministère choses font pa bon,
*ARC,après j'ai quinze jours euh comment ça ' appelle trois semaines ministrable ' a permis vérifier séduction triplé volume pendant trois semaines,
*ARC,auprès femmes ' absolument formidable,
*ARC,j'ai découvert j'en appris nature humaine,
*ARC,' ça ' a aussi appris trucs moi+même puisque ' déçu pa ' être ' trouvé ',
*ARC,euh donc ça va connerie va assez vite tronche voilà,
*ARC,l'avez vu ?,
*ARC,ah ben ça oui ' opinion là dessus,
*ARC,crois ' démerde enfin bon mettront mettront tombe,
*ARC,[ ! =rit ] mettront tombe,
*ARC,crois a voilà a gen débrouillent chaque année l'ai pa franchement honnêtement maintenant ' fous,
*ARC,très amusant qu'ils donnent sais pa si '' irai remise,
*ARC,gros peut résumer Paris être s'est fabriqué autour Seine a résisté monticules,
*ARC,système où a toujours rapport entre radial concentrique,
*ARC,grand boulevard différentes enceintes détruits reproduisent euh circulation pa simplement xx centre,
*ARC,rapport étroit géographie,
*ARC,puis alors dès ' sort Paris intra+muros contre toute production banlieues euh ' a pa tout obéit mêmes lois s'est essentiellement fabriqué radiales,
*ARC,façon très technocratique base terrain pa chers base circulation rapide,
*ARC,pa tout euh regardant près géographie euh Seine totalement oubliée,
*ARC,dès ' passe banlieue,
*ARC,alors ' élément absolument fabuleux composition urbaine Paris donc euh,
*ARC,première idée ' reprendre nouveau travail tissu capillaire parallèle périphérique euh,
*ARC,périphérique a barrière a servi uniquement,
*ARC,petit Paris dessert totalement proche couronne,
*ARC,donc tout double renforce côté barrière entre Paris banlieue rapport question pose xx,
*ARC,a fait cinq proposition,
*ARC,' abord multiplier échanges interbanlieues puisque structure routière région parisienne c'est qu'il faut toujours passer centre périphérique aller ' point banlieue autre,
*ARC,deuxièmement propose euh ref~ reboucler petite ceinture,
*ARC,transformer périphérique avenue installant gares parisienne,
*ARC,troisièmement propose ' interconnecter toutes ligne métro ligne ' effort ligne crête ' effort proche couronne comme miracle afin toutes ligne métro parisienne,
*ARC,quatrièmement propose A86 enfin faite,
*ARC,' faite japonaise pile très hautes ' casse pa rapport ' pourrait avoir entre ' intérieur l'extérieur,
*ARC,cinquièmement propose cent+quatre+vingt+six nationale traitée toute périphérie,
*ARC,grand Paris comme avenue Foch système routier urbain,
*ARC,oui oui oui oui,
*ARC,j'ai pa changé marrais parce hier sais pa pourquoi relisais bouquins maoïstes France,
*ARC,donc parlait Vive+la+Révolution a parlé toute l'émission,
*ARC,' crois quand ' dissous Vive+la+Révolution j'ai dit,
*ARC,alors après deux heures discours dont souviens pa tout,
*ARC,quand reverra mouvement philosophique demain,
*ARC,aujourd'hui pense ' va arriver mouvement philosophique demain,
*ARC,donc oui ça dé~ ' content ' entendre parce franchement poil près ' accord j'ai dit a vingt an,
*ARC,' pa parce ' a dit choses a très longtemps qu'elles pa justes voilà,
*ARC,donc ' vrai quand euh Sarkozy a lancé grand Paris,
*ARC,Silvia+Casi associée ' a dit tout suite ' ailleurs met boulot a pa attendu d'être pris,
*ARC,euh ' peur pa être pris raison simple parce ' idéal,
*ARC,' comme ' histoire grand prix ' urbanisme,
*ARC,mec idéal euh ' a raison trop tôt,
*ARC,France ' figure très connue imaginaire a mecs raison vachement tôt puis alors après dit ah ben non ' raison trop tôt,
*ARC,moment où ça arrive dit ah non pa celui là raison trop tôt non non ' pa bon là prophète,
*ARC,donc ' rare ' arrive être là moment opportun quand a raison trente an avant bon,
*ARC,quand honnêtement ' raison trente an avant,
*ARC,effet toutes équipes Grand Paris bossé géographie,
*ARC,tout monde a raconté histoires tout monde a mi gares a commencé pa mettre gares dehors Paris,
*ARC,euh Christian ' a mi enfin,
*ARC,Christian Portzamparc ' a mi directement là où proposait l'époque cetera,
*ARC,oui oui,
*ARC,oui oui trouve ' pense évidemment Grand Paris rapport petit Paris haussmannien,
*ARC,' euh beaucoup plus composite,
*ARC,plus serum composite mieux portera,
*ARC,' emploie mot patchwork parce pense ' faut bien régler couture entre pièces patchwork puis contre,
*ARC,plus pièces rich assez différentes mieux porte,
*ARC,contre faut régler couture beauté ' patchwork c'est couture,
*ARC,puis effet manière dont pièces disposées donc effectivement,
*ARC,temp profusion pièces euh baroque étranges euh pa parce ' fait euh,
*ARC,euh plat endroit ' a droit faire tour côté,
*ARC,peut faire tour côté tour enfin parle ' bataille xxxxx l'échelle urbaine ' échelle métropolitaine,
*ARC,oui dit dit compacité dit intensité,
*ARC,dit densité maintenant,
*ARC,effet pourquoi parce tout monde sait enfin tout ca faudrait tout monde sache,
*ARC,grand ensemble barres tour très peu den bien donne sentiment densité accablant parce ' a jamais ciel bout rue,
*ARC,qu'il a jamais rue d'ailleurs donc euh,
*ARC,donc ' ça ' ça ça donne sentiment ' étouffement ' oppression alors c'est pa dense juridiquement,
*ARC,contre euh voilà donc euh ça ça commence savoir contre bonne ville compacte,
*ARC,quartier dont parlais rue Bagnolet j'ai fait là qu'on peut aller voir auditeurs,
*ARC,a plus resto très sympathique Mama+Shelter bref passons,
*ARC,a Cos cinq,
*ARC,ah oui ' vrai pardon non ' souffre c'est souffre pa avoir assez choses Paris,
*ARC,alors euh faut savoir quartier là,
*ARC,a Cos coefficient ' occupation sol cinq,
*ARC,c'est+à+dire cinq fois surface construite dis ça auditeurs,
*ARC,donc voilà donc euh pourtant ' absolument pa sentiment c'est dense,
*ARC,contraire a escalier très sympa enfin bref euh voilà,
*ARC,donc ques~ enfin oui tous mot reviennent,
*ARC,dérégulation revient a plein a bagarres énormes ' ailleurs si veut faire enfin c'est peut+être ' image gen l'ont vu Central Park La+Courneuve,
*ARC,bon ben si veut faire faut bouger Natura+2000 ' est+à+dire faut pouvoir euh euh construire,
*ARC,bords ' zone Natura+2000 reprendre refaire ailleurs Natura+2000 ' a fait ' ailleurs réflexion,
*ARC,restituer contre moment a zone sanctuarisées bon,
*ARC,a endroits euh a toutes toutes équipes parlé dézonage,
*ARC,hein a énorme boulot Jean+Nouvel euh dézonage comment arrive transformer mélanger usines ' habitat exemple,
*ARC,non ' ' vraiment,
*ARC,roh lo lo,
*ARC,a déjà président a déjà mec président banal banalité devient obligation non ' vraiment absurde,
*ARC,' ordre architectes ' oppose ça,
*ARC,' pa vu monde ça ' étonne pa,
*ARC,vraiment ' dramatique,
*ARC,Yves+Lion Yves+Lion Leclercq très bien,
*ARC,ça créé valeur économique ' plus sympa pa obligé d'avoir tous pavillons tous identiques assez bêtes enfin bref,
*ARC,Grand Paris ?,
*ARC,enfin non ' passé tout ca euh équipes,
*ARC,quand voit peu bes~ personnes dont ' agit quand hein c'est,
*ARC,euh enfin bref prenez liste euh,
*ARC,euh trouve euh pendant tout travail ' fait concours Grand Paris enfin consultation,
*ARC,euh pense ' a plutôt euh,
*ARC,sympathie mutuelle échanges mutuels bataille habituelle comme cadre ' concours,
*ARC,déjà gagné concours bon,
*ARC,plus a histoire longue bon quand prends six français,
*ARC,Djamel+Klouche c'est jeune bon pa trop histoire,
*ARC,' ailleurs ' plus influencé thèses peu sienne exemple,
*ARC,autres Yves+Lion Christian+de+Portzamparc Antoine+Grumbach consultant moi+même a lauréats Pan architecture nouvelle soixante+quatorze,
*ARC,ça fait trente+cinq an ' pense surtout bon ' pa ' pa drame,
*ARC,ah bah ça pouvez raisonner comme ça ' pa tellement sujet euh,
*ARC,Jean+Nouvel a Cantal+Dupart équipe fait premier Grand Paris,
*ARC,euh enfin trouve qu'il a aucune panique avoir autour cette histoire,
*ARC,a simplement euh Rogers venu voir moment où faisait Grand Londres copains euh bon bref,
*ARC,donc beaucoup comment dire ' histoire commune,
*ARC,question aussi sérieuse question urbaine c'est pa tout fait hasard si euh c'est génération a quand plus accumulé voilà,
*ARC,non,
*ARC,ah formidable,
*PRE2,ville Paris vient ' accepter céder quatre+mille ville La+Courneuve serum enfin responsable ' attribution logements,
*PRE2,contrepartie gouvernement offre crédits ville Paris bâtir dix+mille HLM réhabiliter quinze+mille,
*PRE2,cet accord politique permet débloquer situation figée depuis dix an commencer réhabilitation quatre+mille,
*PRE2,engagera travaux ' urgence dès quinze octobre deux+mille+sept+cents logements rouge ici coût cinquante+mille franc environ logement,
*PRE2,attendant ' printemps cent+trente+cinq autres logements bleu totalement remis état,
*PRE3,dites Roland Castro mentalités ' faut changer parce premier temp faut dire banlieusards,
*PRE3,enfin faut faire sorte banlieusards sentent bien banlieue,
*PRE3,puis peut peut+être dire parisiens intra+muros,
*PRE3,allez voir peu franchissez ' appelle barrières hein,
*PRE3,franchissez barrières allez voir ' pa mal non plus,
*PRE3,donc ' double démarche,
*PRE4,nouveau boulevard périphérique Paris ' peu comme tunnel sou Manche,
*PRE4,a années ' parle voit toujours pa venir continue étudiait très sérieusement,
*PRE4,projet plus couramment avancé consisterait doubler périphérique sud saturé voie aérienne dessus ' actuelle,
*PRE4,' instant ministre ' environnement Alain+Carignon ' a pa dit non faut encore étudier incidence projet,
*PRE4,' autant ' autres projets également ' étude,
*PRE4,Roland+Castro responsable ' association Banlieues+89 faudrait pa trop créer coupures entre Paris banlieue comme ' a expliqué Bernard+Gavignet,
*CHA,rien ' jamais acquis ' homme ni force,
*CHA,ni faiblesse ni coeur,
*CHA,quand croit ouvrir bra ombre celle ' croix,
*CHA,quand veut serrer bonheur broie,
*CHA,vie étrange douloureux divorce,
