speaker,text,label
*ARC,tout monumental,fear
*ARC,tout ' ordre Bataille appelle dépense ostentatoire exemple,anger
*ARC,si si école côté chez école Troisième+République,anger
*ARC,ben verra ' a ' argent porte ' entrée,joy
*ARC,a a ornement spécial,joy
*ARC,a manière dire,anger
*ARC,ici instruit,joy
*ARC,ça ' symbolique,joy
*ARC,c'est+à+dire qu'il ' a pa uniquement euh ' faut comme classe euh,joy
*ARC,qu'il faut comme comme surface euh bibliothèque,anger
*ARC,a euh a sen voilà sen bon,joy
*ARC,alors a évidemment symbolique plus connu ' monument,joy
*ARC,monument sert strictement rien,sadness
*ARC,sert justement euh euh donner sen cité,joy
*ARC,donc a voilà Paris euh,joy
*ARC,a gen là posés a sculpture,surprise
*ARC,a a bâtiments,anger
*ARC,symbolique ' tous grand médias utilisé,joy
*ARC,non pa forcément non a monument a a tous religion construit beaucoup merci euh,joy
*ARC,a a aujourd'hui a a religion veut construire ' ailleurs faut ' construisent,sadness
*ARC,compris comme veut compris euh,joy
*ARC,phallus ' veut mettre quelqu ' bout france,anger
*ARC,france pendant parlerait pa cinq heures matin,anger
*ARC,voilà donc symbolique,joy
*ARC,donc s'il a ville,joy
*ARC,ville euh purement fonctionnelle,joy
*ARC,lequel ' habite,anger
*ARC,euh lequel enfermé ' pa sentiment ' a ' ailleurs euh,sadness
*ARC,plus a zéro symbolique,joy
*ARC,alors euh euh symbolique certains grand ensemble ' effrayant,fear
*ARC,' château ' eau chaufferie,anger
*ARC,grand monument c'est château ' eau chaufferie bon,joy
*ARC,alors faut flotte faut chauffer ' accord,joy
*ARC,' pa c'est symbolique médiocre,joy
*ARC,donc voilà donc Grand Paris,joy
*ARC,a dit faut ' mille+et+un village,joy
*ARC,mille+et+un lieux où habite,joy
*ARC,identifiables différents singuliers cetera,fear
*ARC,enfin habite,joy
*ARC,faut ' symbolique,joy
*ARC,nouveaux symboliques plus liés situation présente société,fear
*ARC,donc lié question écologique question savoir,joy
*ARC,lié question république métissée construire exemple,fear
*ARC,puis a ' ailleurs Grand Paris exemple a ailleurs incroyable,surprise
*ARC,oui ' terrible,sadness
*ARC,ça devait être,anger
*ARC,vrai dire place Paris ça devait être seul connaissait pa,fear
*ARC,donc miracle ' a,joy
*ARC,p~ paye psychanalyse,joy
*ARC,très très mal,sadness
*ARC,' a embauché bon,joy
*ARC,alors euh c'était peu,joy
*ARC,alignés quand,joy
*ARC,alignés ' pa très agréable,joy
*ARC,alignés surtout fille [ ! = rit ],joy
*ARC,habitaient dessus,fear
*ARC,jouait Lettre+à+Élise [ ! = chante ],love
*ARC,alors j'en marre Lettre+à+Élise vrai dire,anger
*ARC,puis fait marrer ' bout,surprise
*ARC,arrivé très mal,sadness
*ARC,puis bout deux trois semaines commence aller mieux quoi,joy
*ARC,' assez amusant parce,surprise
*ARC,retourne voir Lacan moment là ' début analyse,fear
*ARC,dis ah ça va mieux refais con enfin bref,joy
*ARC,voilà recommence,joy
*ARC,' ' hystérie l'hystérique revient,fear
*ARC,a quand,anger
*ARC,' seul truc ' retenu ' ' a dit fond,sadness
*ARC,' a dit ' faites pa trop,anger
*ARC,n'en faites pa trop alors régulièrement dis qu'il ' a dit ' faites pa trop,anger
*ARC,perso j'en fais beaucoup,joy
*ARC,là donc Lacan dirait ' faites pa trop,anger
*ARC,oui oui bon,joy
*ARC,a bande ' amis réfléchir peu question,sadness
*ARC,sûrement théorie ' architecture ' époque,anger
*ARC,ni Grumbach ni Christian+de+Portzamparc ni ni ' travail,anger
*ARC,Jean+Paul ' équipe vient mourir,joy
*ARC,Gilles+Olive ingénieur,joy
*ARC,Guy+Naizot Jean+Pierre+Buffi,anger
*ARC,personne n'avait travail,anger
*ARC,donc a beaucoup réfléchi fondements théoriques l'architecture,sadness
*ARC,ailleurs a fait bande copains gros nègres ' boîte laquelle ',anger
*ARC,s'appelait xxxxx,anger
*ARC,lequel ' fait,anger
*ARC,' ailleurs premier bâtiment n'est pa signé premier ' fait a z rue Allongé,anger
*ARC,' a fallu ' ailleurs,anger
*ARC,ça ' a~ ça ' amuse parce bâtiment a taxé d'exhibitionniste ennemi mortel ' appelle euh,anger
*ARC,Frédéric+Edelmann,anger
*ARC,n'en met n'en man~ n'en loupe jamais cracher dessus,anger
*ARC,' craché dessus bien bâtiment pa signé,joy
*ARC,traitant taxant d'exhibitionniste,anger
*ARC,effet ressemble pa mal,sadness
*ARC,bâtiment ressemble pa mal parce ' a grand jardins ' hiver expansion façade grand systèmes bacs fleurs débordent,sadness
*ARC,euh ressemble pa mal,anger
*ARC,' ' ' amie ' donné concept,joy
*ARC,architecture ressemble,joy
*ARC,c'est vrai quand regarde travail Christian+de+Portzamparc trouve ça ressemble,joy
*ARC,c'est extrêmement,anger
*ARC,frêle frêle magnifiquement planté comme euh aristocratie longue lignage voit,fear
*ARC,Antoine+Grumbach xxx,anger
*ARC,fait couch Antoine fait couch,anger
*ARC,raconte ça,sadness
*ARC,xxx fait ça bon,love
*ARC,donc ' fait architecture ressemble,joy
*ARC,effectivement a fait bande copains alors,joy
*ARC,a histoire formidable ça marche très bien début,joy
*ARC,gagne concours Roche+sur+Yon formidable,joy
*ARC,centre premier concours centre+ville,joy
*ARC,enfin sorte grand cristal palace place Napoléon,joy
*ARC,a a commande directe ' centre congrès parc thermal Vichy,joy
*ARC,enfin bon ' ailleurs a fait projet moderne parc thermal Vichy,joy
*ARC,puis a sorte Grand Paris faire Villeneuve+sur+Lot,fear
*ARC,fait tout Villeneuve+sur+Lot,anger
*ARC,fait tout qu'il faut faire Villeneuve+sur+Lot,joy
*ARC,puis tout casse gueule,anger
*ARC,élections municipales,anger
*ARC,reste plus ' concours,joy
*ARC,espère tenir encore,joy
*ARC,c'est alors ' histoire magnifique temp,joy
*ARC,libère ' point vue fait ' tout bande,anger
*ARC,' euh hauts+de+forme Christian+de+Portzamparc,joy
*ARC,perd d'ailleurs,sadness
*ARC,vient arrive RIVP ça s'appelle,joy
*ARC,pose maquette ' implant,fear
*ARC,' côté grandes tour,fear
*ARC,a faculté verticale,anger
*ARC,voilà ' côté,fear
*ARC,pose projet trouve pa mal content,sadness
*ARC,là dessus Christian arrive retard,anger
*ARC,oui ventru attends j'ai pa fini l'histoire attendez j'ai pa fini,joy
*ARC,alors Christian pose bâti truc,joy
*ARC,dis maîtres ' ouvrage pa peine réunir jury dis copains morts,sadness
*ARC,là tac !,anger
*ARC,pa besoin réunir jury voilà a,anger
*ARC,' projet absolument génial voilà,joy
*ARC,d'ailleurs pendant années quand j'avais quelque chose montrer Paris j'amenais gen voir quelque chose ' intelligent poétique,joy
*ARC,là morts complètement,sadness
*ARC,donc moment là commence être tout seul,fear
*ARC,deviens architecte+conseil ville ' Angoulême,anger
*ARC,oui c'est premier oui c'est quatre+vingts quarante an,joy
*ARC,trois bâtiments a plutôt euh,joy
*ARC,euh référence constructiviste russe Golossov assez années trente face clinique années trente,fear
*ARC,architecture végétale ' autre côté côté pavillons,anger
*ARC,' oeuvre composite,fear
*ARC,c'est première oeuvre autobiographique alors donc raconte quatorze histoires,joy
*ARC,extrêmement boulimique ' histoire,anger
*ARC,tout cinq+mille mètres carré,fear
*ARC,' a mieux ' euh euh,joy
*ARC,extrêmement publique,anger
*ARC,bureau tout petits,anger
*ARC,coursives très grandes,anger
*ARC,' espace public cette bourse très grand,anger
*ARC,pa tout rentable comme comme dit business bâtiment,joy
*ARC,a circulation énormes rapport ' utilisation lieux,surprise
*ARC,comme ' syndicats,anger
*ARC,très souvent placard ' a pa grand monde,sadness
*ARC,' pa très souvent utilisé contre euh,anger
*ARC,couloirs vachement importants ',fear
*ARC,crois ça marche alors bon ' hauts lieux,joy
*ARC,ligue communiste maintenant,anger
*ARC,ben [ = ! soupir ] euh oui a choses connaissez pa raconte oui,joy
*ARC,' c'est si raconte pa ' histoires bâtiment m'intéresse pa donc euh,surprise
*ARC,simple bâtiment donc euh,joy
*ARC,là là oui trouve,joy
*ARC,enfin prenons échelle quartier travail,joy
*ARC,maintenant fais plus p~ enfin bien obligé faire fin ' appelle plan x,fear
*ARC,euh,fear
*ARC,raisonne comme promeneur quand fais quartier exemple,joy
*ARC,raisonne comme promeneur,fear
*ARC,cherche surprise accident,surprise
*ARC,alors fois peut dire trace grand avenue,joy
*ARC,après cherche plutôt euh,joy
*ARC,petits bonheur urbains ' importe quel promeneur ramasse quoi,joy
*ARC,oui oui oui enfin faudrait alliez voir,joy
*ARC,pa fan ' architecture moderne si puis dire enfin tout ca trouve,anger
*ARC,si veut voir moins bon travail malheureusement faut aller banlieue voir donc personne va,anger
*ARC,enfin si va voir peu peut aller voir quand Stains Bobigny ailleurs,anger
*ARC,Juvisy enfin bon,joy
*ARC,c'était pa mal choses voir maintenant prenons travail Paris pratique,sadness
*ARC,ça passe cent+neuf rue Bagnolet a hôtel médiathèque,joy
*ARC,logements au+dessus nouvel escalier très joli trouve bon,joy
*ARC,' atemporel,fear
*ARC,c'est pa a gen croient j'ai réhabilité bâtiment,joy
*ARC,oui non petit peu oui,joy
*ARC,crois ' mentionné mentionné Défense,fear
*ARC,jardins Villette surtout,anger
*ARC,ah si plus pire ça,anger
*ARC,pire ça ' arrivé histoire,anger
*ARC,monarchie ' fait jardins Villette,anger
*ARC,' histoire ' pa connue,sadness
*ARC,euh neuf projets encore louse suite onze mentionnés,love
*ARC,cinq+cents ' paquet vingts,joy
*ARC,quand Mitterrand balade,anger
*ARC,montre vingt,joy
*ARC,précise ' ailleurs pa lequel lesquels encore course lesquels plus course juste euh,fear
*ARC,renommé cinq+cents projets,joy
*ARC,voit mien dit ' là ' aimerais promener,anger
*ARC,panique bord,fear
*ARC,explique président,anger
*ARC,qu'il vaut mieux prendre Colas Tschumi,joy
*ARC,' pa possible,anger
*ARC,' uniquement a donné crois euh cent+mille franc ' ailleurs souviens grosse somme ' époque,joy
*ARC,euh voilà euh bon,joy
*ARC,comme ' pa monarchie ' pa fait genre là alors,anger
*ARC,a projets dont pa nostalgique tout,love
*ARC,monde arabe ' fait truc pa bien tout nouvelle projet génial donc tout va bien,joy
*ARC,alors jardin Villette,anger
*ARC,' affreux architectes,anger
*ARC,vois toujours,fear
*ARC,vois toujours voilà,fear
*ARC,a projets a morceau ville vois personne voit évidemment vois,anger
*ARC,' encore nostalgique,love
*ARC,euh ça ça passe soixante+quatorze,joy
*ARC,' Antoine+Grumbach avon commandes,love
*ARC,alors découvre horreur,sadness
*ARC,va dix villes,fear
*ARC,euh trois longues oui enfin Pau enfin cetera cetera,joy
*ARC,découvre office HLM,anger
*ARC,a pa document,anger
*ARC,document architectural urbain projets,anger
*ARC,a dossier numéros,fear
*ARC,quatre+cent+cinquante+trois cinq+cent+vingt+sept,joy
*ARC,très souvent plan villes,fear
*ARC,grand ensemble pa dessinés,joy
*ARC,découvre c~ c'est gestion quantitative quoi voilà,joy
*ARC,euh c'est première découverte absolument euh très bouleversante ' ailleurs très étrange a toute ville dessinée sauf morceau là bon,surprise
*ARC,euh a commencé faire enquête,anger
*ARC,évidemment a fait dessins emblématiques,joy
*ARC,xx bois grand grand ensemble a colle Place Vosges euh,joy
*ARC,rentre entre barres euh énormes très longues très très très bass,fear
*ARC,tient deux fois place,joy
*ARC,enfin découvre mesure l'espace,joy
*ARC,fait toutes sortes comparaisons,fear
*ARC,a commande moment là,anger
*ARC,Ausanville près Nancy Ausanville près Nancy a fait dessin,anger
*ARC,déjà remodelage,joy
*ARC,déjà ' accompagnement bâtiments nouveaux enfin a a retricoté quartier quartier mode barres,joy
*ARC,qu'on démolissait beaucoup souviens pa tout ca,sadness
*ARC,rajoutait barres existantes retricotait petits bâtiments,sadness
*ARC,' ailleurs Grumbach appelait maisonnées,anger
*ARC,retricotait l'urbain,anger
*ARC,faisait continuité urbaine,joy
*ARC,oui c'est ça,joy
*ARC,vu personne sociologues déz~ dézingué thème,anger
*ARC,n'ont pa voir habitant cetera cetera bon,sadness
*ARC,d'ailleurs débat a duré dix an entre sociologues disaient bâti compte pa,sadness
*ARC,architectes commençaient dire ça existait,anger
*ARC,ça passe soixante+quatorze,joy
*ARC,donc ' première fois ' parle remodelage enfin ' parle ' xxx,joy
*ARC,bon ' arrive construire euh allez quinze an plus tard,joy
*ARC,' est+à+dire peu près euh début Banlieues+89 euh,fear
*ARC,alentours années quatre+vingt+sept quatre+vingt+huit ' arrive Lorient commence premier projet remodelage,fear
*ARC,donc euh temp maturité genre,joy
*ARC,temp maturation,fear
*ARC,alors souviens xx xxx fait aussi projet,joy
*ARC,temp soixante+quatorze,fear
*ARC,' ailleurs projet construit aujourd'hui Marseille souviens plus très bien où,joy
*ARC,construit Marseille,joy
*ARC,puis ' seulement,anger
*ARC,[ = ! soupir ] quatorze an plus tard ' arrive enfin attaquer projet type nouveau ça passe Lorient,sadness
*ARC,bon là ' ' ' plus connu parce évidemment c'est trois grandes barres parallèles,joy
*ARC,euh plus euh onze étages,fear
*ARC,plus rez+de+chaussée totalement opaques parce ' terrain vaseux donc euh,fear
*ARC,euh plus système où réhabilité première fois dessinant cibles enfin ' effrayant,fear
*ARC,là bon depuis cherche comment ' arrivé c'est arrivé tout ca très vite quoi,sadness
*ARC,a taillé rue a écrété bâtiments rajouté morceau bâtiments,surprise
*ARC,projet arrivé très très vite,joy
*ARC,' a publié toute ville souviens convaincre maire a fait maquette avant après,sadness
*ARC,a a pris bateau allé mer,anger
*ARC,revenu dis voilà façade actuelle,sadness
*ARC,façade Lorient vue mer,fear
*ARC,voilà nouvelle façade,joy
*ARC,euh bon projet là marque début,joy
*ARC,Ségolène Royal,anger
*ARC,alors vais dire monde infernal courtisans,fear
*ARC,euh bah ' bien seule couilles,sadness
*ARC,non ' effrayant plan c'est,fear
*ARC,' agit mot ' agit endroits,fear
*ARC,' agit ' agit ' importe quel endroit où gen habitent communauté puissent dire,anger
*ARC,là où ' habite là où ça vaut peut être peine ' autres viennent ' habite dignement,joy
*ARC,ça veut dire pa perpétuellement euh Châtelet,anger
*ARC,lieu imaginaire n'est pa forcément Châtelet,fear
*ARC,jour où La+Courneuve oeuvre ' art admirables,joy
*ARC,César euh,anger
*ARC,serum obligés d'aller La+Courneuve ' peu ça principe idée ' qu'il faut absolument,fear
*ARC,' faut absolument endroits banlieue plus difficiles ' inventent,joy
*ARC,projets histoire,anger
*ARC,façons ' exister font après tout endroits deviennent aussi dignes d'autres,joy
*ARC,tout fait ' ' ' ça ' dire effet quand prend bilan effort commencer,joy
*ARC,vrai branché parisien euh danse va Fort+de+Champigny fait ' effort d'aller Fort+de+Champigny,joy
*ARC,puis a pa beaucoup gen banlieue Champigny,anger
*ARC,puis ' vrai quand a festival antillais radio beur a pa beaucoup euh branchés parisiens,joy
*ARC,' choses plus difficiles obtenir surtout moment où a cette espèce ' effet où gen repliés communauté,fear
*ARC,donc euh communautés mal fréquenter,anger
*ARC,' enjeux faire effort,joy
*ARC,c'est ' justement euh peut dire ' année prochaine festival antillais,joy
*ARC,euh pa mal qu'il plus gen euh pa simplement antillais cetera,joy
*ARC,bah a a fait bouger esprit pense voilà peu,anger
*ARC,donc cette question devenue enfin publique,joy
*ARC,euh devenue sérieuse,joy
*ARC,euh ça ' devenu vraiment sérieux quand Borloo a créé ' agence nationale rénovation urbaine,anger
*ARC,donc arrivé ça,joy
*ARC,Banlieues+89 soi+même ' pa très connu a quand réussites précises,joy
*ARC,euh TGV sud+est ça a enterré,sadness
*ARC,euh ville Châtenay+Malabry doit ' éviter coupure euh dra~ dramatique,sadness
*ARC,premier tram Saint+Denis Bobigny c'est Banlieues+89 ' a poussé donc euh,joy
*ARC,euh a grand travaux ' infrastructure commencé donc a bout Grand Paris faits,fear
*ARC,euh a quelques projets euh emblématiques très bien,joy
*ARC,Catherine+Furet a fait très joli euh petit quartier La+Courneuve exemple euh,joy
*ARC,euh ' fait tentative Vénissieux transformation ' tour devenue,anger
*ARC,euh réhabilitait deux deux logements lieu quatre autres logements a fait grandes grand systèmes où gen pouvaient faire tout ' voulaient donc deux cent cent mètres carrés terrasse logement a vu euh,joy
*ARC,culture ' appartement terrain jeu go incroyables atelier bricolage,surprise
*ARC,atelier couture clandestin vietnamiens enfin bon genre,joy
*ARC,donc doublant surface tour euh système comme ça bon,joy
*ARC,bon donc a choses faites trop peu,joy
*ARC,alors bon grande découverte ' jour où arrivé triomphant bureau Mitterrand disant euh,joy
*ARC,euh a fait statistiques prouvé là où a Banlieues+89 ça veut dire ' a maire intelligent,joy
*ARC,ça veut pa dire ' uniquement question urbaine là où a maires proches population,joy
*ARC,font bouger choses,anger
*ARC,a preuve a taux vote Pen plus faible reste pay,sadness
*ARC,4 % rapport 15 % donc 11 % lieu quinze,joy
*ARC,' a dit Roland hein hein,anger
*ARC,hein formidable hein ah formidable félicitations c'est formidable,joy
*ARC,puis emmerdements commencé lendemain quoi parce ça l'arrangeait pa tout,anger
*ARC,j'ai mi dix an comprendre,fear
*ARC,non pa Tapie a ministre place c'est Delebarre,anger
*ARC,non non j'ai failli xxx j'aurais oui j'aurais aimé être ministre,love
*ARC,oui absolument,joy
*ARC,euh c'était c'était après x,joy
*ARC,' dire moment création ministère ville ' demandé création ministère ville,joy
*ARC,euh ça ' a pa doute,joy
*ARC,parce savais m'étais rendu compte France a pa ministère choses font pa bon,sadness
*ARC,après j'ai quinze jours euh comment ça ' appelle trois semaines ministrable ' a permis vérifier séduction triplé volume pendant trois semaines,love
*ARC,auprès femmes ' absolument formidable,joy
*ARC,j'ai découvert j'en appris nature humaine,joy
*ARC,' ça ' a aussi appris trucs moi+même puisque ' déçu pa ' être ' trouvé ',sadness
*ARC,euh donc ça va connerie va assez vite tronche voilà,joy
*ARC,l'avez vu ?,anger
*ARC,ah ben ça oui ' opinion là dessus,joy
*ARC,crois ' démerde enfin bon mettront mettront tombe,joy
*ARC,[ ! =rit ] mettront tombe,sadness
*ARC,crois a voilà a gen débrouillent chaque année l'ai pa franchement honnêtement maintenant ' fous,joy
*ARC,très amusant qu'ils donnent sais pa si '' irai remise,joy
*ARC,gros peut résumer Paris être s'est fabriqué autour Seine a résisté monticules,fear
*ARC,système où a toujours rapport entre radial concentrique,joy
*ARC,grand boulevard différentes enceintes détruits reproduisent euh circulation pa simplement xx centre,sadness
*ARC,rapport étroit géographie,love
*ARC,puis alors dès ' sort Paris intra+muros contre toute production banlieues euh ' a pa tout obéit mêmes lois s'est essentiellement fabriqué radiales,anger
*ARC,façon très technocratique base terrain pa chers base circulation rapide,joy
*ARC,pa tout euh regardant près géographie euh Seine totalement oubliée,sadness
*ARC,dès ' passe banlieue,fear
*ARC,alors ' élément absolument fabuleux composition urbaine Paris donc euh,joy
*ARC,première idée ' reprendre nouveau travail tissu capillaire parallèle périphérique euh,joy
*ARC,périphérique a barrière a servi uniquement,fear
*ARC,petit Paris dessert totalement proche couronne,anger
*ARC,donc tout double renforce côté barrière entre Paris banlieue rapport question pose xx,fear
*ARC,a fait cinq proposition,anger
*ARC,' abord multiplier échanges interbanlieues puisque structure routière région parisienne c'est qu'il faut toujours passer centre périphérique aller ' point banlieue autre,joy
*ARC,deuxièmement propose euh ref~ reboucler petite ceinture,sadness
*ARC,transformer périphérique avenue installant gares parisienne,joy
*ARC,troisièmement propose ' interconnecter toutes ligne métro ligne ' effort ligne crête ' effort proche couronne comme miracle afin toutes ligne métro parisienne,joy
*ARC,quatrièmement propose A86 enfin faite,anger
*ARC,' faite japonaise pile très hautes ' casse pa rapport ' pourrait avoir entre ' intérieur l'extérieur,sadness
*ARC,cinquièmement propose cent+quatre+vingt+six nationale traitée toute périphérie,sadness
*ARC,grand Paris comme avenue Foch système routier urbain,fear
*ARC,oui oui oui oui,joy
*ARC,j'ai pa changé marrais parce hier sais pa pourquoi relisais bouquins maoïstes France,anger
*ARC,donc parlait Vive+la+Révolution a parlé toute l'émission,joy
*ARC,' crois quand ' dissous Vive+la+Révolution j'ai dit,sadness
*ARC,alors après deux heures discours dont souviens pa tout,sadness
*ARC,quand reverra mouvement philosophique demain,joy
*ARC,aujourd'hui pense ' va arriver mouvement philosophique demain,joy
*ARC,donc oui ça dé~ ' content ' entendre parce franchement poil près ' accord j'ai dit a vingt an,joy
*ARC,' pa parce ' a dit choses a très longtemps qu'elles pa justes voilà,anger
*ARC,donc ' vrai quand euh Sarkozy a lancé grand Paris,joy
*ARC,Silvia+Casi associée ' a dit tout suite ' ailleurs met boulot a pa attendu d'être pris,sadness
*ARC,euh ' peur pa être pris raison simple parce ' idéal,fear
*ARC,' comme ' histoire grand prix ' urbanisme,anger
*ARC,mec idéal euh ' a raison trop tôt,joy
*ARC,France ' figure très connue imaginaire a mecs raison vachement tôt puis alors après dit ah ben non ' raison trop tôt,joy
*ARC,moment où ça arrive dit ah non pa celui là raison trop tôt non non ' pa bon là prophète,anger
*ARC,donc ' rare ' arrive être là moment opportun quand a raison trente an avant bon,joy
*ARC,quand honnêtement ' raison trente an avant,anger
*ARC,effet toutes équipes Grand Paris bossé géographie,anger
*ARC,tout monde a raconté histoires tout monde a mi gares a commencé pa mettre gares dehors Paris,anger
*ARC,euh Christian ' a mi enfin,joy
*ARC,Christian Portzamparc ' a mi directement là où proposait l'époque cetera,love
*ARC,oui oui,joy
*ARC,oui oui trouve ' pense évidemment Grand Paris rapport petit Paris haussmannien,joy
*ARC,' euh beaucoup plus composite,fear
*ARC,plus serum composite mieux portera,joy
*ARC,' emploie mot patchwork parce pense ' faut bien régler couture entre pièces patchwork puis contre,joy
*ARC,plus pièces rich assez différentes mieux porte,joy
*ARC,contre faut régler couture beauté ' patchwork c'est couture,anger
*ARC,puis effet manière dont pièces disposées donc effectivement,joy
*ARC,temp profusion pièces euh baroque étranges euh pa parce ' fait euh,surprise
*ARC,euh plat endroit ' a droit faire tour côté,fear
*ARC,peut faire tour côté tour enfin parle ' bataille xxxxx l'échelle urbaine ' échelle métropolitaine,fear
*ARC,oui dit dit compacité dit intensité,joy
*ARC,dit densité maintenant,anger
*ARC,effet pourquoi parce tout monde sait enfin tout ca faudrait tout monde sache,joy
*ARC,grand ensemble barres tour très peu den bien donne sentiment densité accablant parce ' a jamais ciel bout rue,sadness
*ARC,qu'il a jamais rue d'ailleurs donc euh,anger
*ARC,donc ' ça ' ça ça donne sentiment ' étouffement ' oppression alors c'est pa dense juridiquement,anger
*ARC,contre euh voilà donc euh ça ça commence savoir contre bonne ville compacte,joy
*ARC,quartier dont parlais rue Bagnolet j'ai fait là qu'on peut aller voir auditeurs,joy
*ARC,a plus resto très sympathique Mama+Shelter bref passons,love
*ARC,a Cos cinq,joy
*ARC,ah oui ' vrai pardon non ' souffre c'est souffre pa avoir assez choses Paris,sadness
*ARC,alors euh faut savoir quartier là,joy
*ARC,a Cos coefficient ' occupation sol cinq,joy
*ARC,c'est+à+dire cinq fois surface construite dis ça auditeurs,joy
*ARC,donc voilà donc euh pourtant ' absolument pa sentiment c'est dense,joy
*ARC,contraire a escalier très sympa enfin bref euh voilà,anger
*ARC,donc ques~ enfin oui tous mot reviennent,sadness
*ARC,dérégulation revient a plein a bagarres énormes ' ailleurs si veut faire enfin c'est peut+être ' image gen l'ont vu Central Park La+Courneuve,anger
*ARC,bon ben si veut faire faut bouger Natura+2000 ' est+à+dire faut pouvoir euh euh construire,joy
*ARC,bords ' zone Natura+2000 reprendre refaire ailleurs Natura+2000 ' a fait ' ailleurs réflexion,sadness
*ARC,restituer contre moment a zone sanctuarisées bon,joy
*ARC,a endroits euh a toutes toutes équipes parlé dézonage,sadness
*ARC,hein a énorme boulot Jean+Nouvel euh dézonage comment arrive transformer mélanger usines ' habitat exemple,joy
*ARC,non ' ' vraiment,anger
*ARC,roh lo lo,joy
*ARC,a déjà président a déjà mec président banal banalité devient obligation non ' vraiment absurde,anger
*ARC,' ordre architectes ' oppose ça,fear
*ARC,' pa vu monde ça ' étonne pa,surprise
*ARC,vraiment ' dramatique,sadness
*ARC,Yves+Lion Yves+Lion Leclercq très bien,joy
*ARC,ça créé valeur économique ' plus sympa pa obligé d'avoir tous pavillons tous identiques assez bêtes enfin bref,joy
*ARC,Grand Paris ?,anger
*ARC,enfin non ' passé tout ca euh équipes,sadness
*ARC,quand voit peu bes~ personnes dont ' agit quand hein c'est,anger
*ARC,euh enfin bref prenez liste euh,joy
*ARC,euh trouve euh pendant tout travail ' fait concours Grand Paris enfin consultation,anger
*ARC,euh pense ' a plutôt euh,joy
*ARC,sympathie mutuelle échanges mutuels bataille habituelle comme cadre ' concours,love
*ARC,déjà gagné concours bon,joy
*ARC,plus a histoire longue bon quand prends six français,anger
*ARC,Djamel+Klouche c'est jeune bon pa trop histoire,joy
*ARC,' ailleurs ' plus influencé thèses peu sienne exemple,joy
*ARC,autres Yves+Lion Christian+de+Portzamparc Antoine+Grumbach consultant moi+même a lauréats Pan architecture nouvelle soixante+quatorze,joy
*ARC,ça fait trente+cinq an ' pense surtout bon ' pa ' pa drame,sadness
*ARC,ah bah ça pouvez raisonner comme ça ' pa tellement sujet euh,joy
*ARC,Jean+Nouvel a Cantal+Dupart équipe fait premier Grand Paris,joy
*ARC,euh enfin trouve qu'il a aucune panique avoir autour cette histoire,joy
*ARC,a simplement euh Rogers venu voir moment où faisait Grand Londres copains euh bon bref,anger
*ARC,donc beaucoup comment dire ' histoire commune,joy
*ARC,question aussi sérieuse question urbaine c'est pa tout fait hasard si euh c'est génération a quand plus accumulé voilà,anger
*ARC,non,fear
*ARC,ah formidable,joy
*PRE2,ville Paris vient ' accepter céder quatre+mille ville La+Courneuve serum enfin responsable ' attribution logements,love
*PRE2,contrepartie gouvernement offre crédits ville Paris bâtir dix+mille HLM réhabiliter quinze+mille,joy
*PRE2,cet accord politique permet débloquer situation figée depuis dix an commencer réhabilitation quatre+mille,fear
*PRE2,engagera travaux ' urgence dès quinze octobre deux+mille+sept+cents logements rouge ici coût cinquante+mille franc environ logement,fear
*PRE2,attendant ' printemps cent+trente+cinq autres logements bleu totalement remis état,sadness
*PRE3,dites Roland Castro mentalités ' faut changer parce premier temp faut dire banlieusards,sadness
*PRE3,enfin faut faire sorte banlieusards sentent bien banlieue,joy
*PRE3,puis peut peut+être dire parisiens intra+muros,fear
*PRE3,allez voir peu franchissez ' appelle barrières hein,fear
*PRE3,franchissez barrières allez voir ' pa mal non plus,sadness
*PRE3,donc ' double démarche,joy
*PRE4,nouveau boulevard périphérique Paris ' peu comme tunnel sou Manche,fear
*PRE4,a années ' parle voit toujours pa venir continue étudiait très sérieusement,sadness
*PRE4,projet plus couramment avancé consisterait doubler périphérique sud saturé voie aérienne dessus ' actuelle,joy
*PRE4,' instant ministre ' environnement Alain+Carignon ' a pa dit non faut encore étudier incidence projet,anger
*PRE4,' autant ' autres projets également ' étude,fear
*PRE4,Roland+Castro responsable ' association Banlieues+89 faudrait pa trop créer coupures entre Paris banlieue comme ' a expliqué Bernard+Gavignet,sadness
*CHA,rien ' jamais acquis ' homme ni force,joy
*CHA,ni faiblesse ni coeur,anger
*CHA,quand croit ouvrir bra ombre celle ' croix,sadness
*CHA,quand veut serrer bonheur broie,joy
*CHA,vie étrange douloureux divorce,surprise
