speaker,text,label
*ARC,oui mais c' est c' est franchement il faut faire le débat avec les habitants quoi,joy
*ARC,la bonne idée serait d' avoir le débat sur la beauté plastique bouleversante de cette courbe avec les gens qui sont dedans ,sadness
*ARC,alors moi je veux bien il y avait le grand numéro aussi de la beauté plastique bouleversante de la grande barre de la Caravelle de trois+cent+quatre+vingts mètres ,sadness
*ARC,de Dubuisson,anger
*ARC,et coupé en deux endroits,anger
*ARC,bon j' ai eu raison de le faire et et voilà,joy
*ARC,et et alors l' argument qu'on m'avait donné à l' époque c' est qu' il y avait eu un défilé de mode euh devant cette barre ,anger
*ARC,effectivement il y avait il y avait un art plastique d' arriver à faire l' unité absolue de trois+cent+quatre+vingts mètres avec une espèce d'effet de x informatique,joy
*ARC,bon plastiquement c' était très beau,joy
*ARC,c' était une oeuvre d' art contemporain,joy
*ARC,est ce que c' était habitable bon,joy
*ARC,oui oui il a raison Devillers a raison,anger
*ARC, euh il y a des moments où où où c'est même totalement absurde,surprise
*ARC,bon il y a une procédure de classement actuellement d' un d' un ensemble de Candilis qui ferait exploser de rire Candilis lui même,joy
*ARC,oh c'est à Bobigny,anger
*ARC,je pense que vouloir euh absolument euh conserver l' intégralité de l' oeuvre ça ne tient pas debout,joy
*ARC,non mais le deuil ça c' est vrai alors par contre sur le deuil,sadness
*ARC,ça je vais dire des choses parce que j' ai démoli par endroits,sadness
*ARC,sauf que peu moi je suis je suis pour ne démolir que pour des raisons urbaines,fear
*ARC,par ailleurs je suis pour remodeler,love
*ARC,vous avez parlé de l'Anru l' agence de rénovation urbaine,anger
*ARC,je pense qu' elle a créé une logique de guichet absurde dans lequel elle donne plus d' argent pour les démolitions que pour euh plutôt le remodelage,surprise
*ARC,donc je pense qu' il faut faire des projets,joy
*ARC,et il faut des fois démolir surtout pour des raisons urbaines,sadness
*ARC,ou si le bâtiment est inremodelable ce qui est rarissime,sadness
*ARC,la métamorphose qu' on a fait par exemple à Lorient bâtiment particulièrement hideux,sadness
*ARC,très impressionnant,surprise
*ARC,donc dans beaucoup d' endroits c' est possible ,joy
*ARC,alors le le le deuil par contre ça c' est une vraie question,sadness
*ARC,parce que ça je sais que prenons l' exemple de Lorient on a écrété les bâtiments donc enlevé quelques étages ,anger
*ARC,absolument bouleversant pour des gens de voir ,surprise
*ARC,une une une veuve qui voit que l' endroit où son mari est mort euh disparaît en fumée,anger
*ARC,c'est effrayant ça bon,fear
*ARC,et je me souviens extrêmement bien de la première barre de la Courneuve qu' on explose,joy
*ARC,où évidemment provocateur comme je suis j' avais dû dire une connerie du genre,anger
*ARC,on on vu le x qu' on fait là on aurait mieux fait de laisser les gens dedans,anger
*ARC,parce que ça donnait le sentiment de ,anger
*ARC,comme en plus c' est plein de travailleurs immigrés et cetera donc c'était effrayant de de de violence,anger
*ARC,bon passons sur le fait qu' on a que Jean+Michel+Jarre avait failli faire un grand spectacle artistique de ça à Lyon pour les Minguettes ,joy
*ARC,bon euh alors effectivement il y a une extrême beauté de de la démolition d' un bâtiment,joy
*ARC,sauf que les gens qui ont habité dedans c' est une douleur épouvantable,sadness
*ARC,quand c'est dans un film de Buñuel euh de l' époque surréaliste parfois le dimanche et on voit une façade d' immeuble qui se casse la gueule,anger
*ARC,on éclate de rire c'est drôle,surprise
*ARC,oui mais alors très souvent c' est comme c' est tellement répétitif on est pas obligé d' en conserver tout,fear
*ARC,parce que on s' appuie sur il y a des bâtiments plutôt bien faits,joy
*ARC,en général ce qui est très mal fait c'est l' urbanisme de tout ça,sadness
*ARC,il y a des morceaux de bâtiments qui sont très bien,joy
*ARC,il y a des halls d' entrée très beaux,joy
*ARC,il y a des détails qui sont très intéressants mais comme ils sont ultra répétitifs euh on peut on peut en casser un peu si on a des raisons urbaines bon,joy
*ARC,alors l' autre raison c' est que euh moins on démolit plus on modèle,anger
*ARC,et plus on on est en plus intelligents par rapport à une crise du logement,joy
*ARC,donc effectivement il y a quelque chose de totalement absurde de voir des gens dormir dans la rue et en même temps de démolir des bâtiments donc il faut le faire le minimum a minima ,anger
*ARC,ah non ce qu'il y a de formidable par contre moi je prends l' exemple de ce qu' on a toujours vécu à chaque fois qu' on a remodelé un quartier,joy
*ARC,c' est que bon les gens reçoivent à nouveau chez eux il y a une fierté d' habiter enfin bon ,joy
*ARC,moi je sais que je je peux retourner dans les endroits que j'ai transformé parce que au contraire ça ça ça marche,joy
*ARC,passons sur le fait que dans les le fameux grand ensemble dont vous parlez la Caravelle qui était un des cinq entre guillemets les plus criminogènes de la région parisienne comme le dit le rapport de police ,fear
*ARC,il y a pas eu d' émeutes en 2005,anger
*ARC,j'y suis retourné récemment encore avec le ministre de la ville Maurice+Leroy euh,joy
*ARC,le chô~ le taux de chômage a baissé de 5% au quartier ,sadness
*ARC,il y a eu un article du Parisien euh à ce sujet bon,anger
*ARC,donc le le la fierté d' habiter y compris le moral pour retrouver du boulot c' est c' est ça existe c' est une vraie réalité ,joy
*ARC,alors Lacan,anger
*ARC,rapidement [!= rit] Lacan raconte que le sujet que vous François+Chaslin ou monsieur qui nous qui nous écrit ,anger
*ARC,il dit que le sujet c' est composé de,anger
*ARC,c'est comme un noeud le,fear
*ARC, il parle du noeud borroméen,fear
*ARC,le noeud borroméen c'est trois brins ronds noués d'une certaine manière,fear
*ARC,entre eux,fear
*ARC,qui font quand on coupe un,anger
*ARC,des brins,fear
*ARC,tous les deux autres se barrent tout se barre,anger
*ARC,donc euh il dit que le sujet le réel l' imaginaire et le symbolique,joy
*ARC, alors le réel ,sadness
*ARC,c' est euh le sexuel on a qu'à dire chez Lacan le réel,love
*ARC,le symbolique c' est le nom du père ,joy
*ARC,voilà en gros et l' imaginaire c' est euh,joy
*ARC,c' est tout ce qu' on s' invente quoi bon,joy
*ARC,alors quand un de ces brins est coupé,fear
*ARC,alors dans le cas de de de la psychose ben c'est le brin euh du symbolique qui fout le camp,fear
*ARC,quand le nom du père fout le camp,anger
*ARC,quand le rapport au père explose chez un sujet,anger
*ARC,chez n' importe qui,anger
*ARC,eh ben euh la psychose peut apparaître quoi voilà,fear
*ARC,la psychose on devient fou quoi,anger
*ARC,en architecture [!= rit] le le réel c' est là où j' habite voilà bon ,joy
*ARC,l'imaginaire c' est là où je sais que que je peux aller,love
*ARC,comme ça c' est l'ailleurs de mon habitat,joy
*ARC,et le symbolique c' est tout ce qui est gratuit dans la ville où j' habite,joy
*ARC, tout ce qui est monumental,sadness
*ARC,tout ce qui est de l' ordre de de de ce que Bataille appelle la dépense ostentatoire par exemple ,anger
*ARC,si si mon école à côté de chez moi une école de la Troisième+République,anger
*ARC,ben on verra qu' il y a de l' argent pour la porte d' entrée,joy
*ARC,il y a il y a un ornement spécial,joy
*ARC,il y a une manière de dire,anger
*ARC,ici on instruit,joy
*ARC,et ça c' est symbolique,joy
*ARC,c'est+à+dire qu'il n'y a pas uniquement euh ce qu' il faut comme classe euh,joy
*ARC,ce qu'il faut comme comme surface pour euh la bibliothèque,joy
*ARC,mais il y a euh il y a du sens voilà du sens bon,joy
*ARC,alors il y a évidemment le symbolique le plus connu c' est le monument,joy
*ARC,le monument qui sert strictement à rien,anger
*ARC,mais qui sert justement à euh euh donner sens à la cité,joy
*ARC,donc il y a voilà dans Paris euh ,joy
*ARC,il y a des tas de gens qui sont là qui sont posés il y a des sculptures,joy
*ARC,il y a des il y a des bâtiments,anger
*ARC,le symbolique c' est ce que tous les grands médias ont utilisé,joy
*ARC,non pas forcément non il y a le monument il y a il y a tous les les les religions en ont construit beaucoup merci euh,joy
*ARC,il y a il y a aujourd'hui il y a des tas de il y a une religion qui veut en construire d' ailleurs il faut qu' ils construisent,anger
*ARC,y compris comme elle veut et avec y compris euh,joy
*ARC,le phallus qu' elle veut pour mettre quelqu' un au bout qui en france,anger
*ARC, en france ne pendant ne ne ne parlerait pas à cinq heures du matin,anger
*ARC,mais voilà donc le symbolique,joy
*ARC,donc s'il y a une ville,joy
*ARC, une ville euh purement fonctionnelle,joy
*ARC,dans lequel j' habite,anger
*ARC,euh et dans lequel je suis enfermé j' ai même pas le sentiment qu' il y a de l' ailleurs euh,joy
*ARC,et en plus il y a zéro symbolique,joy
*ARC,ou alors euh on est euh le symbolique dans certains grands ensembles c' était effrayant,fear
*ARC, c' était le château d' eau la chaufferie,anger
*ARC,les grands monuments c'est château d' eau chaufferie bon ,joy
*ARC,alors il faut de la flotte il faut chauffer d' accord ,joy
*ARC,mais c' est pas c'est un symbolique médiocre ,joy
*ARC,donc voilà donc dans le Grand Paris ,joy
*ARC,on a nous dit il faut qu' il y ait des mille+et+un villages,joy
*ARC,mille+et+un lieux où on habite ,joy
*ARC,identifiables différents singuliers et cetera,fear
*ARC,mais enfin on habite,joy
*ARC,il faut qu' il y ait du symbolique,joy
*ARC,des nouveaux symboliques en plus liés à la situation présente de notre société ,joy
*ARC,donc lié à la question écologique ou la ou la question du savoir,fear
*ARC,lié à la question de la république métissée à construire par exemple,fear
*ARC,et puis il y a de l' ailleurs et dans le Grand Paris par exemple il y a un ailleurs incroyable ,surprise
*ARC,oui c' est terrible,sadness
*ARC,ça devait être un,anger
*ARC,à vrai dire sur la place de Paris ça devait être le seul qui me connaissait pas,fear
*ARC,et donc par miracle il m' a,joy
*ARC,je p~ je paye ma psychanalyse,joy
*ARC,je suis très très mal,sadness
*ARC,et il m' a embauché bon,joy
*ARC,alors euh c'était un peu,joy
*ARC,on était alignés quand même,joy
*ARC,on était alignés c' était pas très agréable ,joy
*ARC,on était alignés et surtout sa fille [!= rit],joy
*ARC,ils habitaient au dessus,fear
*ARC,jouait la Lettre+à+Élise [!= chante],love
*ARC,alors j'en avais marre de la Lettre+à+Élise à vrai dire,anger
*ARC,et puis ce qui me fait marrer c' est que au bout ,surprise
*ARC,je suis arrivé très mal,sadness
*ARC,et puis au bout de deux trois semaines je commence à aller mieux quoi,joy
*ARC,et c' est assez amusant parce que,surprise
*ARC, je je retourne voir Lacan à ce moment là c' est le début de mon analyse,love
*ARC,et je lui dis ah ça va mieux je refais le con enfin bref que,joy
*ARC,voilà je recommence,joy
*ARC, c' est l' hystérie l'hystérique revient ,love
*ARC,et il a quand même,anger
*ARC,c' est le seul truc que j' ai retenu de ce qu' il m'a dit au fond,anger
*ARC,il m'a dit n' en faites pas trop,anger
*ARC,n'en faites pas trop alors régulièrement je me dis qu'il m'a dit n' en faites pas trop,anger
*ARC,moi perso j'en fais beaucoup,joy
*ARC,là donc Lacan me dirait n' en faites pas trop,anger
*ARC,oui oui il y avait bon,joy
*ARC,il y a une bande d' amis pour réfléchir un peu sur la question de,joy
*ARC,sûrement théorie de l' architecture à l' époque ,fear
*ARC,ni Grumbach ni Christian+de+Portzamparc ni ni moi n' avions de travail,sadness
*ARC,il y avait Jean+Paul de l' équipe vient de mourir qui était avec nous,sadness
*ARC,il y avait Gilles+Olive qui est ingénieur,joy
*ARC,il y avait Guy+Naizot il y avait Jean+Pierre+Buffi,joy
*ARC,personne n'avait de travail,sadness
*ARC,donc on a beaucoup réfléchi aux fondements théoriques de l'architecture,joy
*ARC,par ailleurs on a fait une bande de copains qui étaient en gros les nègres d' une boîte dans laquelle j' étais ,anger
*ARC,qui s'appelait xxxxx,anger
*ARC,dans lequel j' ai fait mon avec,joy
*ARC,d' ailleurs mon premier bâtiment qui n'est pas signé de moi mais qui qui est le premier que j' ai fait de a à z rue Allongé ,joy
*ARC,qui m' a fallu d' ailleurs ,sadness
*ARC,ça m' a~ ça m' amuse parce que ce ce bâtiment a été taxé d'exhibitionniste par mon ennemi mortel qui s' appelle euh ,joy
*ARC,Frédéric+Edelmann ,anger
*ARC,qui qui n'en met qui n'en man~ qui n'en loupe jamais une pour me cracher dessus,anger
*ARC, et qui m' avait craché dessus bien que ce bâtiment ne soit pas signé de moi,anger
*ARC,en le traitant en le taxant d'exhibitionniste,anger
*ARC,et en effet il me ressemble pas mal,joy
*ARC,ce bâtiment me ressemble pas mal parce qu' il y a des grands jardins d' hiver qui sont en expansion sur la façade avec des grands systèmes de de de bacs à fleurs qui débordent,joy
*ARC,il est euh il il me ressemble pas mal,joy
*ARC,c' est c' est c' est une amie qui m' avait donné ce concept ,joy
*ARC,une architecture qui vous ressemble,joy
*ARC,et c'est vrai que quand je regarde le travail de Christian+de+Portzamparc je trouve que ça lui ressemble ,joy
*ARC,c'est extrêmement,anger
*ARC,frêle frêle mais magnifiquement planté comme euh son aristocratie de longue lignage se voit,fear
*ARC,Antoine+Grumbach il les xxx,love
*ARC,il fait des couches Antoine fait des couches ,anger
*ARC,et il était il te raconte ça il,anger
*ARC,xxx et il fait ça bon,love
*ARC,donc moi j' ai fait une architecture qui me ressemble ,joy
*ARC,et effectivement on a fait une bande de copains alors,joy
*ARC,on a une histoire formidable ça marche très bien au début,joy
*ARC,on gagne un concours à la Roche+sur+Yon formidable,joy
*ARC, le centre un des premiers concours de centre+ville ,joy
*ARC,enfin une sorte de grand cristal palace sur la place Napoléon,joy
*ARC,on a un on on on a une commande directe d' un centre de congrès dans le parc thermal de Vichy,joy
*ARC,enfin bon d' ailleurs on a fait un projet moderne dans le parc thermal de Vichy,love
*ARC,et puis on a une sorte de Grand Paris à faire à Villeneuve+sur+Lot,love
*ARC,on fait tout Villeneuve+sur+Lot,joy
*ARC,on fait tout ce qu'il faut faire à Villeneuve+sur+Lot,joy
*ARC,et puis tout se casse la gueule,anger
*ARC,aux élections municipales,anger
*ARC,il nous reste plus qu' un concours ,joy
*ARC,on espère tenir encore,joy
*ARC,et c'est alors c' est une histoire magnifique en même temps,joy
*ARC,qui me qui me libère d' un point de vue du fait que c' était tout en bande ,fear
*ARC,c' est euh les hauts+de+forme de Christian+de+Portzamparc,joy
*ARC,on perd d'ailleurs,sadness
*ARC,on vient on arrive à la RIVP ça s'appelle,joy
*ARC,on pose notre maquette dans l' implant,fear
*ARC,c' est à côté des grandes tours de,fear
*ARC,il y a une faculté verticale ,joy
*ARC,voilà c' est à côté,joy
*ARC,on pose notre projet on le trouve pas mal on est contents,joy
*ARC, là dessus Christian arrive en retard,anger
*ARC,oui ventru mais attends j'ai pas fini l'histoire attendez j'ai pas fini ,joy
*ARC,alors Christian pose son bâti son truc et moi ,joy
*ARC,je dis aux maîtres d' ouvrage pas la peine de réunir le jury je dis à mes copains on est morts,sadness
*ARC,là tac !,anger
*ARC,pas besoin de réunir le jury voilà il y a,joy
*ARC,c' était un projet absolument génial voilà ,joy
*ARC,d'ailleurs pendant des années quand j'avais quelque chose à montrer dans Paris j'amenais les gens voir quelque chose d' intelligent et de et de poétique ,joy
*ARC,et là on est morts complètement,sadness
*ARC,et donc à ce moment là je commence à être tout seul ,fear
*ARC,et je deviens architecte+conseil de la ville d' Angoulême,joy
*ARC,oui c'est le premier oui c'est en quatre+vingts quarante ans,joy
*ARC,elle est trois bâtiments en un il y en a un qui est plutôt euh ,joy
*ARC,euh référence à un constructiviste russe Golossov elle est assez années trente en face de la clinique années trente,fear
*ARC, elle est elle est en architecture végétale de l' autre côté du côté des pavillons,joy
*ARC, c' est une oeuvre composite on ,joy
*ARC, c'est une première oeuvre autobiographique alors donc qui raconte quatorze histoires,joy
*ARC,elle est extrêmement boulimique d' histoire,anger
*ARC,dans le tout dans cinq+mille mètres carré,fear
*ARC,ce qu' elle a de mieux c' est que euh elle est euh,joy
*ARC,elle est extrêmement publique,joy
*ARC,les bureaux sont tout petits,anger
*ARC,les coursives sont très grandes,anger
*ARC,le la l' espace public de cette bourse est très grand ,joy
*ARC,et et et pas du tout rentable comme comme on dit dans le business du bâtiment,sadness
*ARC,il y a les circulations sont énormes par rapport à l' utilisation des lieux,joy
*ARC,mais comme c' est des syndicats,anger
*ARC,très souvent ils ont des placards qu' il y a pas grand monde,anger
*ARC, c' est pas très souvent utilisé par contre euh,joy
*ARC,le les couloirs sont vachement importants et c' est un,joy
*ARC,je crois que ça marche alors bon c' est un des hauts lieux de la ,joy
*ARC,de la de la ligue communiste maintenant,anger
*ARC,ben [=! soupir] euh oui il y a des choses que vous connaissez pas mais moi je raconte oui,joy
*ARC,c' est c'est si je raconte pas d' histoires un bâtiment ne m'intéresse pas donc euh,surprise
*ARC,même un simple bâtiment donc euh,joy
*ARC,là là il est oui moi je trouve que,joy
*ARC,enfin prenons une échelle de quartier dans mon travail,fear
*ARC, moi maintenant je fais plus de p~  enfin je suis bien obligé de faire la fin ce qu' on appelle un plan x,fear
*ARC, mais euh ,joy
*ARC, je raisonne comme un promeneur quand je fais un quartier par exemple,fear
*ARC,raisonne comme un promeneur,fear
*ARC,je cherche des surprises des accidents,surprise
*ARC,je suis alors des fois on peut dire on trace un grand avenue,joy
*ARC,mais après je cherche plutôt euh,joy
*ARC, le les petits bonheurs urbains que que n' importe quel promeneur ramasse quoi,anger
*ARC,oui oui oui enfin il faudrait que vous alliez voir ,joy
*ARC,je suis pas un fan de l' architecture moderne si je puis dire enfin en tout cas je trouve que ,joy
*ARC,si on veut voir au moins un bon travail malheureusement faut aller en banlieue pour le voir donc personne y va ,anger
*ARC,enfin si on va voir un peu on peut aller voir quand même à Stains ou à Bobigny ou ailleurs,joy
*ARC, mais ou à Juvisy enfin bon,anger
*ARC, c'était pas mal de choses à voir maintenant mais mais mais prenons ce travail qui est dans Paris qui est pratique,joy
*ARC,ça se passe cent+neuf rue de Bagnolet il y a un hôtel une médiathèque,joy
*ARC,des logements au+dessus un nouvel escalier très joli se trouve bon,joy
*ARC,c' est atemporel ,fear
*ARC,c'est pas il y a des gens qui croient que j'ai réhabilité un bâtiment,joy
*ARC,oui non un petit peu oui ,joy
*ARC, je crois j' ai été mentionné mentionné à la Défense ,joy
*ARC,et jardins de la Villette surtout,anger
*ARC,ah si et plus pire que ça ,sadness
*ARC,pire que ça il m' est arrivé une histoire ,anger
*ARC,on serait en monarchie c' est moi qui aurait fait les jardins de la Villette,anger
*ARC,l' histoire n' est pas connue mais,anger
*ARC, il y avait euh neuf projets qui étaient encore en lice pour la suite et onze qui était mentionnés ,joy
*ARC,sur les cinq+cents j' étais dans le paquet des vingts,joy
*ARC,quand Mitterrand se balade,anger
*ARC,on lui en montre vingt ,joy
*ARC,on lui précise d' ailleurs pas lequel est lesquels sont encore en course et lesquels ne sont plus en course on juste euh,joy
*ARC,renommé mais il y avait eu cinq+cents projets ,sadness
*ARC,et il voit le mien et il dit c' est là que j' aimerais me promener,fear
*ARC,panique à bord ,fear
*ARC,on explique au président,joy
*ARC,qu'il vaut mieux prendre Colas ou Tschumi ,joy
*ARC,que c' est pas possible que que ils sont,sadness
*ARC, que moi c' est uniquement on nous a donné je crois euh cent+mille francs d' ailleurs je me souviens une grosse somme à l' époque,joy
*ARC,avec euh voilà et et euh bon ,joy
*ARC, comme on n' est pas en monarchie je n' ai pas fait ce genre là mais alors ,anger
*ARC,il y a des tas de projets dont je suis pas nostalgique du tout ,love
*ARC,sur le monde arabe j' avais fait un truc pas bien du tout et nouvelle un projet génial donc tout va bien,joy
*ARC,alors mon jardin de la Villette,anger
*ARC,c' est affreux les architectes,anger
*ARC, je le vois toujours,anger
*ARC,il y avait des je le vois toujours je voilà ,anger
*ARC,il y a des projets il y a des morceaux de la ville que je vois que personne ne voit évidemment mais que je vois,joy
*ARC,et j' en suis encore nostalgique,love
*ARC,euh ça ça se passe en soixante+quatorze,joy
*ARC, c' est Antoine+Grumbach et moi qui avons les commandes,joy
*ARC, et alors on on découvre avec horreur,sadness
*ARC,on va dans dix villes ,joy
*ARC,euh trois longues oui enfin je Pau enfin et cetera et cetera,joy
*ARC,on découvre que dans les offices de HLM,anger
*ARC,il y a pas de documents sur les,anger
*ARC,de documents architectural urbain sur les projets ,anger
*ARC,il y a des dossiers avec des numéros,joy
*ARC,les quatre+cent+cinquante+trois les cinq+cent+vingt+sept ,joy
*ARC,très souvent sur les plans des villes,anger
*ARC, les grands ensembles ne sont pas dessinés,anger
*ARC,on découvre que c~ c'est une gestion quantitative quoi voilà,joy
*ARC,euh c'est une première découverte absolument euh très bouleversante d' ailleurs très étrange tu tu tu as une toute la ville qui est dessinée sauf ces morceaux là bon ,surprise
*ARC,euh et on a commencé à faire une enquête ,fear
*ARC,on évidemment on a fait des dessins emblématiques,joy
*ARC, xx des bois dans le grand grand ensemble on a on colle la Place des Vosges euh,joy
*ARC, elle rentre dans entre des barres euh énormes très longues très très très basses,fear
*ARC,elle elle tient deux fois à la place des,love
*ARC,enfin on découvre on mesure l'espace ,joy
*ARC,on fait toutes sortes de comparaisons,anger
*ARC,on a même une commande à ce moment là,joy
*ARC,à Ausanville près de Nancy et à Ausanville près de Nancy on a fait en dessin ,anger
*ARC,déjà du remodelage,anger
*ARC,déjà de l' accompagnement par des bâtiments nouveaux enfin on a on a retricoté un quartier dans le quartier en mode dans les barres,joy
*ARC,est ce qu'on démolissait beaucoup je me souviens pas mais en tout cas on,fear
*ARC,on rajoutait sur les barres existantes et on retricotait avec des petits bâtiments ,anger
*ARC,que d' ailleurs Grumbach appelait des maisonnées ,anger
*ARC,on on retricotait de de l'urbain,anger
*ARC,on on faisait de la continuité urbaine dans un ,anger
*ARC,oui c'est ça et,joy
*ARC,on avait vu personne et les sociologues nous ont déz~ dézingué sur le thème,anger
*ARC,n'ont pas été voir les habitants et cetera et cetera bon,joy
*ARC,d'ailleurs un débat qui qui a duré dix ans entre les sociologues qui disaient le bâti ne compte pas,sadness
*ARC,les architectes commençaient à dire que ça existait ,anger
*ARC,ça se passe en soixante+quatorze,fear
*ARC,donc c' est la première fois qu' on parle de remodelage enfin que j' en que je parle d' xxx,love
*ARC,bon je n' arrive à construire que euh allez quinze ans plus tard,joy
*ARC,c' est+à+dire à peu près euh même le début de Banlieues+89 euh ,joy
*ARC,dans on est aux alentours des années quatre+vingt+sept quatre+vingt+huit que j' arrive à Lorient que je commence le premier projet de remodelage ,joy
*ARC,et donc euh le temps de la maturité de ce genre de de ,joy
*ARC,le temps de maturation,fear
*ARC,alors je me souviens que xx et xxx avaient fait aussi un projet ,joy
*ARC,en même temps que nous en soixante+quatorze,fear
*ARC,et d' ailleurs un projet qui est qui est construit aujourd'hui à Marseille je me souviens plus très bien où mais,joy
*ARC, ils avaient ils ont construit eux à Marseille,anger
*ARC,et puis c' est seulement ,joy
*ARC,[=!soupir] quatorze ans plus tard que j' arrive à enfin attaquer un projet de ce type à nouveau le ça se passe à Lorient,joy
*ARC,bon là c' est c' est c' est plus connu parce que évidemment c'est trois grandes barres parallèles,joy
*ARC,euh en plus euh de onze étages ,joy
*ARC,en plus avec des rez+de+chaussée totalement opaques parce que c' est un terrain vaseux donc euh,fear
*ARC,euh plus un système où on avait réhabilité une première fois en dessinant des cibles enfin c' était effrayant,joy
*ARC, là bon je depuis je cherche comment c' est arrivé c'est arrivé en tout cas très vite quoi ,joy
*ARC,on a taillé une rue on a écrété les bâtiments rajouté des morceaux de bâtiments,anger
*ARC,le projet est arrivé très très vite ,joy
*ARC,on l' a publié dans toute la ville je me souviens que pour convaincre le maire on a été on avait fait une maquette avant après,joy
*ARC,on a été on a pris un bateau on est allé sur la mer,fear
*ARC,on on est revenu je lui ai dis voilà ta façade actuelle ,joy
*ARC, la façade de Lorient vue de la mer ,fear
*ARC,voilà la nouvelle façade ,joy
*ARC,et et et euh bon ce projet là marque le début du ,joy
*ARC,Ségolène Royal,anger
*ARC,qui avait alors je vais vous dire pour ce monde infernal de courtisans,anger
*ARC,euh bah c' est bien la seule qui avait des couilles,sadness
*ARC,non c' est effrayant les plans c'est,fear
*ARC,il s' agit que le mot il s' agit que les endroits,anger
*ARC, il s' agit que il s' agit que n' importe quel endroit où des gens habitent et sont en communauté puissent se dire,anger
*ARC,là où j' habite et là où je suis ça vaut peut être la peine que d' autres viennent et que j' habite dignement ,joy
*ARC,et ça veut dire que je suis pas perpétuellement euh à Châtelet,joy
*ARC,mon mon lieu imaginaire à moi n'est pas forcément Châtelet,joy
*ARC,le jour où à La+Courneuve il y aura des oeuvres d' art admirables de ,joy
*ARC,César euh ,anger
*ARC,on sera obligés d'aller à La+Courneuve c' est un peu ça notre principe notre idée c' est qu'il faut absolument,fear
*ARC,qu' il faut absolument que les que les les endroits de banlieue les plus difficiles s' inventent,sadness
*ARC,les projets une histoire et des ,love
*ARC,façons de d' exister qui font que après tout ces endroits deviennent aussi dignes que d'autres,joy
*ARC,tout à fait c' est c' est c' est ça c' est à dire et en effet quand on prend le bilan de ces efforts pour commencer,joy
*ARC,il est vrai que le branché parisien euh sur la danse va au Fort+de+Champigny et fait l' effort d'aller au Fort+de+Champigny ,joy
*ARC,et puis il y a pas beaucoup de gens de la banlieue de Champigny,joy
*ARC,et puis c' est vrai que quand il y a le festival antillais ou radio beur il y a pas beaucoup euh de branchés parisiens ,joy
*ARC, et et c' est un des un des une des choses les plus difficiles à obtenir surtout en ce moment où il y a cette espèce d' effet où les gens sont repliés sur leur communauté ,fear
*ARC,et donc euh les communautés ont du mal à se fréquenter,joy
*ARC,c' est un des un des enjeux de faire des efforts,joy
*ARC,c'est que c' est que justement euh on peut dire l' année prochaine festival antillais,joy
*ARC,euh il serait pas mal qu'il y ait plus de gens euh pas simplement antillais et cetera ,joy
*ARC,bah je suis on on a on a fait bouger les esprits je pense voilà un peu,joy
*ARC,donc cette question est devenue enfin publique,joy
*ARC,euh elle est devenue sérieuse,joy
*ARC,euh ça c' est même devenu vraiment sérieux quand Borloo a créé l' agence nationale de  rénovation urbaine ,anger
*ARC,donc on est arrivé à à ça ,joy
*ARC,Banlieues+89 soi+même c' est pas très connu mais il y a quand même des réussites précises,joy
*ARC,euh le TGV sud+est ça a été enterré,sadness
*ARC,euh la ville de Châtenay+Malabry nous nous doit d' éviter une coupure euh dra~ dramatique,sadness
*ARC,le premier tram Saint+Denis Bobigny c'est Banlieues+89 qui l' a poussé donc euh ,joy
*ARC,euh il y a même des grands travaux d' infrastructure qui ont commencé donc il y a des bouts de Grand Paris qui ont été faits ,joy
*ARC,euh il y a quelques projets euh emblématiques qui ont été très bien,joy
*ARC,Catherine+Furet a fait un très joli euh petit quartier à La+Courneuve par exemple euh ,joy
*ARC,euh j' ai fait une tentative à Vénissieux transformation d' une tour qui est qui est devenue,joy
*ARC,euh on réhabilitait deux deux logements au lieu de quatre et dans les les autres logements on a fait des grandes des grands systèmes où les gens pouvaient faire tout ce qu' ils voulaient donc ils avaient deux cents cent mètres carrés de terrasse par logement et on a vu euh ,joy
*ARC,de des cultures d' appartement de des des des terrains de jeu pour les gosses incroyables des des ateliers de bricolage ,surprise
*ARC,un atelier de couture clandestin de vietnamiens enfin bon dans ce genre,anger
*ARC, donc en en doublant la surface des tours euh système comme ça bon,joy
*ARC,bon donc il y a eu des choses qui ont été faites trop peu ,anger
*ARC,alors bon moi ma ma grande découverte c' est que le jour où je suis arrivé triomphant dans le bureau de Mitterrand lui disant euh,joy
*ARC,euh on a fait des statistiques il est prouvé que là où il y a Banlieues+89 ça veut dire qu' il y a un maire qui est intelligent,joy
*ARC,ça veut pas dire que que c' est uniquement la question urbaine mais là où il y a des maires qui sont proches de leur population,joy
*ARC,qui font bouger les choses,joy
*ARC,on a la preuve il y a un taux de vote Le Pen plus faible que dans le reste du pays,anger
*ARC,4% par rapport aux 15% donc 11% au lieu de quinze,joy
*ARC,il m' a dit Roland hein hein,anger
*ARC,hein formidable hein ah formidable félicitations c'est formidable,joy
*ARC,et puis les emmerdements ont commencé le lendemain quoi parce que ça l'arrangeait pas du tout,anger
*ARC,j'ai mis dix ans à comprendre,fear
*ARC,non pas Tapie qui a été ministre à ma place c'est Delebarre,anger
*ARC,non non j'ai failli xxx j'aurais oui j'aurais aimé être ministre,love
*ARC,oui absolument,joy
*ARC,euh c'était mais c'était après x,joy
*ARC,c' est à dire au moment de la création du ministère de la ville c' est moi qui avait demandé la création du ministère de la ville ,anger
